field,Gini,M20,C,A,size,n,q,z.mode,mass
COSMOS,0.374362947085008,-1.62882369776205,3.00938798699841,0.173747145794139,0.588274177793839,1.1604,0.5593,1.94,10.4598
COSMOS,0.505161932700819,-1.84006937861694,3.35765128326107,0.114264269337728,0.526603810129891,1.4129,0.7614,1.83,10.645
COSMOS,0.35672825800321,-1.72411769905832,3.60545557818094,0.219534479951322,0.949650235368747,2.916,0.8191,1.55,10.6252
COSMOS,0.431689891393766,-1.15933694333966,2.84343006451192,0.155028088624928,1.23545925316399,0.4583,0.3511,1.76,10.2999
COSMOS,0.513225740670882,-2.1279059132161,4.46225490744743,0.139372216451028,0.818755531464101,4.63,0.7162,1.48,10.3042
COSMOS,0.426474320922091,-1.40320297670647,2.48237888413915,0.134167601869983,0.97112745341965,0.6481,0.6454,1.75,10.4143
COSMOS,0.478718371785553,-1.91705799957297,3.36378491457077,0.131746628928677,0.808899129706171,1.7168,0.3594,1.8,9.9202
COSMOS,0.469811349550606,-1.56907328025711,2.85060993656109,0.0740686447473122,0.67363385733172,0.9332,0.7114,1.61,9.99471
COSMOS,0.460280869396956,-1.50999585158129,2.84009794860739,0.184178674855696,0.76071504065723,1.6596,0.8203,1.62,10.1108
COSMOS,0.507138267228594,-1.57003619673316,3.02283503615029,0.344266727916245,1.02004478134912,6.013,0.4551,1.77,10.1163
COSMOS,0.426528298866354,-1.53416284247306,2.74738698455851,0.15829516760099,1.03343762759242,0.786,0.5164,1.84,9.97613
COSMOS,0.413637333916751,-1.57012738705451,2.9353293834127,0.250529780903495,0.821549927067193,1.3251,0.2955,1.72,10.4155
COSMOS,0.407942599414915,-1.40184004275679,2.35220093859011,0.130939402483976,1.06295473657065,0.6285,0.8046,1.54,10.2795
COSMOS,0.428752682183649,-1.5802846672682,3.09129449380128,0.0694870904085308,0.346873373116866,0.55,0.5142,1.88,10.0985
COSMOS,0.507238098207786,-1.26308588967151,2.53881294989098,0.248449144863942,0.748567113649768,2.2066,0.5266,1.96,9.61466
COSMOS,0.359188518268123,-1.46680414459449,2.80630865515362,0.214946524533926,0.796766739394255,1.9908,0.307,1.54,10.0921
COSMOS,0.515786383179192,-1.62109653836083,3.16752892407558,0.327510591947205,0.51226425814214,0.7573,0.7221,2.06,9.93885
COSMOS,0.552176216481022,-2.03118262074657,3.61358019520224,0.137187062876002,0.624188513743212,2.9043,0.5204,1.59,10.1447
COSMOS,0.421940639089634,-1.65039901325342,2.478229788415,0.135146048913724,0.569468271323386,0.4653,0.7373,2.06,9.89018
COSMOS,0.428278257420027,-1.3285165837861,2.5321964517214,0.109648459430158,0.898816160921943,0.4838,0.4041,1.76,9.96536
COSMOS,0.467117974005862,-1.72412518010342,3.67481379137338,0.093769844497445,0.481118435764888,2.8855,0.8501,1.98,10.8144
COSMOS,0.476254236380185,-1.63076956225116,3.38637852444712,0.0647298271419517,0.376952958858853,1.5037,0.5357,1.65,9.70858
COSMOS,0.261082014360898,-1.47235451634436,2.4535438966746,0.0944046899579114,0.644955315711854,1.4782,0.8243,1.54,10.1186
COSMOS,0.507062589375112,-1.62549406019382,2.85333563125197,0.222481176059956,0.687941232067144,0.9511,0.8649,1.73,10.2064
COSMOS,0.389909453392634,-1.6377610522317,2.68683670458471,0.224074165846267,0.875566976241704,2.9208,0.5538,1.84,10.3092
COSMOS,0.377556528186045,-0.989306615936155,2.21958733057294,0.168333733646651,1.09377140035437,0.2,0.3112,1.79,10.1524
COSMOS,0.574986607778514,-1.80654083006943,3.24955563965535,0.260522878287573,0.667653476447012,3.2577,0.6524,1.73,10.04
COSMOS,0.43332717607741,-1.72841529393834,3.83907607448066,0.140989506267094,0.55726396345081,2.5148,0.4924,1.48,9.86414
COSMOS,0.315209103891828,-0.936524249998463,2.147036680421,0.0550326455253183,1.04939262539883,0.5704,0.588,1.5,10.197
COSMOS,0.442259923463911,-1.5936903868966,2.75282339890419,0.193371671128624,0.742418614338199,0.8139,0.8245,1.52,9.92562
COSMOS,0.36474652691465,-1.55562617113311,2.96692578798423,0.0394052949854229,0.469058411426803,0.6743,0.4502,2.07,10.5904
COSMOS,0.477905265634849,-1.67419765077553,3.57967275303817,0.159136127918427,0.363015554597994,8,0.3968,1.76,9.86166
COSMOS,0.47430958158603,-1.79917538609867,3.47047957053398,0.0418585101516087,0.404803568916352,1.7334,0.5686,1.78,9.80384
COSMOS,0.467612970747628,-1.19568071338736,2.56933511444016,0.330624765424111,0.615871788911138,2.3425,0.8528,1.99,10.2774
COSMOS,0.456618167866517,-1.84712259800257,2.87177959061286,0.111492094438399,0.995023150477446,1.3322,0.8444,1.71,10.9183
COSMOS,0.366034611039941,-0.741537770639521,2.47184582841959,0.177028985472452,0.905801061286273,0.2,0.1782,1.59,9.93551
COSMOS,0.399283196496913,-1.50362330779361,2.99929250402518,0.132066067486577,0.874257226852897,1.0213,0.524,1.8,10.5799
COSMOS,0.441934006132798,-1.36720350447441,2.29556473591626,0.196280365962063,0.991562189902627,0.7785,0.502,1.85,9.70409
COSMOS,0.461983310616821,-1.53505111820661,2.62111678729684,0.204156907468077,0.917116155812364,1.0331,0.5435,1.49,10.0714
COSMOS,0.525160463967309,-1.94179275766786,3.22059245484094,0.168237147473272,0.926439839982054,1.6103,0.4324,1.74,9.69944
COSMOS,0.127637299536581,-1.08165101217745,2.01911908194483,0.0109121859891082,0.477532409855151,1.5623,0.7496,1.74,9.84021
COSMOS,0.555726684531946,-1.96075064811503,3.7649536264434,0.0875948976581966,0.863707733704134,4.0499,0.9632,1.48,10.3517
COSMOS,0.457172016400727,-1.72596762600861,3.91140073035253,0.130569539789339,0.42550518593942,3.4221,0.7944,1.7,10.3292
COSMOS,0.376260986441484,-1.52355520616084,3.00845948777534,0.156740715480836,0.765220795995314,0.4329,0.5472,1.54,10.0426
COSMOS,0.485244598974932,-1.79645156510639,3.3131912444116,0.102951244700574,0.459182391439549,1.4957,0.6984,1.7,9.63881
COSMOS,0.460466160114315,-1.7717878268506,2.88512264966945,0.190083246544291,0.788090254933921,0.9552,0.4841,1.66,10.3834
COSMOS,0.541281611877462,-1.95435009785924,3.65319300381528,0.113503424689844,0.653778643860133,3.8547,0.8753,1.72,10.1896
COSMOS,0.496214020313563,-1.24318582518748,2.37919462241458,0.361407302779366,0.905168297631483,3.2633,0.6605,1.75,9.96608
COSMOS,0.498242648239988,-1.72183459538735,3.56540962777322,0.0970318072851087,0.388922688865714,3.2014,0.6565,1.56,10.8098
COSMOS,0.413618955836281,-1.10807647691018,2.24091912165963,0.0954498542056066,0.701140348448331,0.324,0.7027,1.51,10.6133
COSMOS,0.339017464730404,-1.49701844256118,3.07739113498908,0.160005270769005,0.66679475779397,4.42,0.4302,1.9,10.5533
COSMOS,0.529977539547959,-1.76495161017805,3.44055765453663,0.200776684040366,0.598891959999377,0.9476,0.8033,1.48,10.2627
COSMOS,0.182845634176639,-0.800640187956521,2.10572318522591,0.0190428948515568,0.551060460765728,1.3519,0.3784,1.53,10.3018
EGS,0.492392389130299,-1.64154815584922,2.902911620966,0.148469925324354,0.723659743767451,8,0.99,1.92,9.93375
EGS,0.448342016405951,-1.40104893817378,2.69221171067426,0.171939648565461,1.20255788838218,1.036,0.5518,1.56,10.6631
EGS,0.527474933031748,-1.8589256361949,3.39781905264067,0.192533229243468,0.619581893487577,2.0963,0.8281,1.54,9.91353
EGS,0.43331220439301,-1.61536379013014,3.27932924129155,0.100151960691794,0.420084516377709,1.3915,0.5514,2.04,10.8187
EGS,0.535516445629111,-1.66939636798577,3.55907286906689,0.0939008194932988,0.399101825410971,3.1678,0.8675,1.89,9.99672
EGS,0.428686573580823,-1.63757999175626,3.23305857197235,0.0609721591184897,0.338513750128654,0.9147,0.5446,1.98,9.67865
EGS,0.448559899037159,-1.69739651658589,3.63306861518742,0.0359635466714492,0.369274904699921,1.709,0.4499,1.7,10.6974
EGS,0.452492199288083,-1.44279617798002,2.82574386717424,0.102227690089585,0.956862872421673,0.5209,0.2757,1.7,9.93534
EGS,0.511929266545471,-1.60695249225822,3.82033713543361,0.138668797923289,0.385965058954841,5.2356,0.6393,1.8,10.4714
EGS,0.470283673596258,-1.63681403714516,2.93729020342314,0.0722690178743108,1.03786350492054,0.6912,0.2133,1.87,10.04
EGS,0.437214672171841,-1.50332059710417,2.97024889239172,0.0858261987014333,0.89498323872176,0.9303,0.498,2.03,10.3901
EGS,0.5133573682304,-1.87989140950234,2.89495496861073,0.175706262337164,0.624188513743212,1.6075,0.562,1.56,9.71117
EGS,0.478363346903312,-1.64822573447154,3.14655503460993,0.0455899920547478,0.433509119630614,1.7,0.895,2,10.3545
EGS,0.249665439034636,-1.01697901458281,2.3927681301531,0.0994956727742835,0.485858633342971,1.472,0.6208,1.78,9.2594
EGS,0.474496281588945,-1.87220393985866,3.0309850659167,0.128270501430784,0.687941232067144,1.3171,0.4277,1.57,9.14775
EGS,0.512274220453333,-1.50212333299691,2.90390252047871,0.161091243531422,1.15640974305622,0.8978,0.2322,1.59,9.70086
EGS,0.470074649286097,-1.71058850320723,4.03679463898465,0.053213756641016,0.37390065794529,2.0278,0.5713,1.6,10.4875
EGS,0.5031142992383,-1.68840134791147,2.90218544563783,0.0601739822185048,0.813137931461182,0.7145,0.4475,1.59,10.1416
EGS,0.484019418906385,-1.75213159108068,4.2566734811981,0.0364338957137479,0.378469878303024,2.4484,0.5835,1.84,10.8968
EGS,0.445098539358556,-1.6940576812795,3.42598218777897,0.0245531850239382,0.393317435013148,1.87,0.8334,1.92,10.6771
EGS,0.243957968379456,-1.12752087589298,3.16503212803278,0.0467058155101013,0.646729611542182,1.1478,0.6844,1.96,10.4958
EGS,0.464254863805507,-1.31379946585425,3.02752272792453,0.172171633762197,0.913360032906235,1.1204,0.7357,1.96,11.0175
EGS,0.479791340365628,-1.60653479315118,3.33605525289012,0.125395773227916,0.409027720549843,1.4923,0.3982,1.97,9.46321
EGS,0.388151572119682,-1.50171086795964,2.4655182372998,0.139285761988914,1.08799393598507,0.7851,0.9593,1.79,9.54372
EGS,0.478001905004115,-1.6535669598547,3.3318117181607,0.149538852858589,0.590218891123912,3.52,0.4899,1.74,9.70141
EGS,0.483651040193352,-1.60659434434225,3.35817757450416,0.0734463684389717,0.521135294229829,1.4732,0.6913,1.59,9.76181
EGS,0.431855080872455,-1.55356149766373,2.43720302306478,0.151574043126287,1.3053645018611,0.7961,0.9277,1.76,10.1872
EGS,0.431991022002952,-1.50082862230278,2.55079245376381,0.0875236363889904,0.865033456255222,0.6241,0.6228,1.99,10.0118
EGS,0.331497029383526,-1.43253148061024,2.60534284493842,0.110844864894928,0.635108091408147,0.8029,0.7432,1.8,9.48185
EGS,0.385441802958017,-1.5217192599464,2.84370712059701,0.140766627619939,1.08535764925161,0.8333,0.8797,1.81,10.4181
EGS,0.38312212236325,-1.59959051190341,2.7589038761897,0.0589073194000192,0.446530304352937,0.5861,0.6282,1.57,10.2652
EGS,0.484575718559137,-1.69303675432775,3.41691932977352,0.160930852936784,0.796766739394255,0.7679,0.3312,1.96,9.25334
EGS,0.40258321676637,-1.72366687003511,3.3290367072284,0.0690274579856267,0.437456173317619,1.4621,0.1655,1.75,9.41345
EGS,0.517027751680921,-2.02801757720497,3.68577631004613,0.107963682419388,0.784446729848818,3.2086,0.4646,1.72,10.3018
EGS,0.500378269451636,-1.78795471691946,2.97075936975997,0.0741025646030942,0.55726396345081,0.907,0.6387,1.68,9
EGS,0.434992325653185,-1.63972881686497,3.44273675827237,0.180827552072523,0.822943566622058,2.7483,0.3818,1.8,9.4802
EGS,0.498426408269578,-1.81022404992349,3.49397726241898,0.105174503480355,0.813137931461182,1.4339,0.2958,1.79,10.8983
EGS,0.44480768830532,-1.57136619615841,2.85391225308368,0.11039229228135,0.554170892586503,0.6561,0.4311,1.68,9.58111
EGS,0.435071840525299,-1.13416294128459,2.33501555310832,0.370307477238221,0.796047311040425,1.1821,0.4343,1.96,9.27136
EGS,0.454629431411859,-1.53399067499916,2.90275981875584,0.129475716385036,0.617729626581993,0.8234,0.4299,1.71,10.4505
EGS,0.373538288522043,-1.43593278836254,2.2141181006096,0.0923884960618132,0.925202110852245,0.4451,0.7875,1.4,9.8074
EGS,0.42118841926572,-1.33812085879388,2.24667449983397,0.133501810645702,0.979352515210431,0.4213,0.9148,1.96,9.36135
EGS,0.447875625773318,-1.14992471081698,2.32472745585279,0.371277967176592,0.817354751085806,0.3108,0.4942,1.52,10.2003
EGS,0.403284872790018,-1.54494433952746,2.34467665361741,0.0953963174129802,0.974660979175275,0.5812,0.85,1.68,10.0318
EGS,0.3574051339926,-1.44969950970956,2.84314393208797,0.179318655731607,0.874257226852897,0.7618,0.4293,1.87,9.52267
EGS,0.349867500962101,-1.06476226160881,2.60757001134696,0.171094901539864,0.88468093013736,0.9922,0.926,1.97,10.5681
EGS,0.476141959165991,-1.82962763558109,3.27586804079004,0.125168890010852,1.00874825608392,1.3135,0.9205,1.98,10.764
EGS,0.463323007585595,-1.72619462781993,3.15670191204269,0.110538016896305,0.661619041050021,0.8722,0.3765,1.59,9.86643
EGS,0.49179711639806,-1.8220635820592,2.89404636344649,0.115634749424995,0.636009593765976,0.7156,0.5234,1.87,9.48556
EGS,0.460661396215161,-1.16887596367602,3.51459536291157,0.210221061877447,0.834695560596246,8,0.8566,1.63,9.94128
EGS,0.433761403177859,-1.9433476837216,3.64075791422111,0.0625730319378555,0.817354751085806,6.1073,0.6775,1.57,10.6407
EGS,0.491111683051574,-1.42944994963444,2.71781769760654,0.122868033722813,0.745499202733912,0.4084,0.2652,1.98,9.7848
EGS,0.465150960112715,-1.34600629024159,2.77889734965498,0.160332708452204,0.939947296443651,0.5086,0.1732,1.87,9.4663
EGS,0.427791849312895,-1.73941352362184,3.22631836296728,0.147328914912743,0.762219918568555,1.0047,0.3203,1.81,9.59127
EGS,0.478588306569315,-1.84911456099155,3.3084502205601,0.136313294932443,0.679561610801731,2.2032,0.598,1.83,11.0009
EGS,0.317874114559596,-1.25424920459547,2.57355737969644,0.0979644415335068,0.56542943828828,0.5007,0.4087,1.88,9.58042
EGS,0.498121109004472,-1.72035108717581,3.44648617040696,0.113587850902938,0.50209703231304,0.7948,0.848,1.55,9.84079
EGS,0.349790443316275,-1.50323754867448,3.05134605252731,0.120616979727886,0.809607137832703,0.9606,0.3758,1.98,9.69544
EGS,0.391369198468003,-1.33264106011378,2.38163093265355,0.111674850651347,0.809607137832703,0.3741,0.5427,1.92,9.98915
EGS,0.465522232329642,-1.69763807111462,2.84206596238585,0.0793705628338586,0.443956621219915,1.8816,0.0354,1.52,9.66037
EGS,0.42229334642456,-0.956477383831773,2.38995696399489,0.15261782673651,0.749332128784164,0.2217,0.3012,1.74,9.73555
EGS,0.493358273473693,-1.82098132049302,3.39945508262589,0.0866231297428819,0.792440372181644,2.1405,0.7364,1.99,10.84
EGS,0.464176615164812,-1.67436939211163,3.13870615349467,0.042952781398688,0.596975500813368,0.7877,0.5458,1.98,9.45901
EGS,0.445787997069481,-1.61867177930846,3.59118039895196,0.184138117522977,0.582401077194614,3.1169,0.8186,1.88,9.93586
EGS,0.507573999378037,-1.76928063896317,4.30716051329448,0.231856177169432,0.669367608861008,4.2746,0.7414,1.77,10.6229
EGS,0.353819684391736,-1.72009149050074,3.10540516681134,0.0572785004330472,0.587299406324198,3.7362,0.7487,1.81,9.58364
EGS,0.467251697028297,-1.85681865382547,2.99310700996433,0.19436169109444,1.24562021066386,1.888,0.86,1.78,9.71924
EGS,0.403207664249743,-1.45319777520581,3.86723293813118,0.195603895758095,0.609324750231577,2.9422,0.69,1.87,10.2229
EGS,0.504178624587291,-1.79424325633322,3.44473782312829,0.104610247046615,0.526603810129891,3.7921,0.8646,1.93,9.84489
EGS,0.430711294978803,-1.4954376748286,2.53792336458038,0.232665752307098,0.569468271323386,0.4514,0.4241,1.98,10.1467
EGS,0.463166322586982,-1.31051372143502,2.66667615361314,0.229597814208433,1.18673091323668,0.4105,0.1915,1.75,9.8094
EGS,0.53244087410818,-1.94390333169355,4.0530054473425,0.123500305531253,0.652901676806954,5.1955,0.7661,1.69,11.1562
EGS,0.458656644491388,-1.69085826007731,3.34927990920052,0.119737082931949,0.410426109998453,1.8591,0.5788,1.71,10.7217
EGS,0.500227582124884,-0.987440543139607,2.43124670867419,0.300902865970343,0.675332810489861,2.1383,0.4795,1.59,9.56015
EGS,0.521797161599378,-1.7937183977512,3.2798910858275,0.0333072451645648,0.678717958569818,1.3329,0.8604,1.63,9.8111
EGS,0.524982275574533,-1.17817548173863,2.40957929972726,0.27277056284231,0.637808775843422,4.9729,0.2739,1.87,9.49834
EGS,0.423073288254853,-1.73324026795875,3.28624826335931,0.0681126779480906,0.574476883778063,1.6271,0.3337,1.49,9.7014
EGS,0.232535155461264,-1.37748402864423,2.57090754524286,0.0125195969450223,0.496358592054428,2.1526,0.7625,1.99,10.5255
EGS,0.464467857622034,-1.80407964907824,3.99389472640449,0.168438668552175,0.42550518593942,3.9493,0.367,1.79,9.61059
EGS,0.455330859294255,-0.859355223408592,2.41072166747266,0.142348563115919,0.891133830606448,4.1891,0.5347,1.86,9.38757
EGS,0.26027232517192,-1.36038575216356,2.41928036348642,0.105536927494307,0.665934931829873,0.4249,0.3913,2,10.643
EGS,0.49707671373622,-1.52171823222722,3.73236271205137,0.155596425145738,0.413208691763599,4.4969,0.7654,1.58,10.2812
EGS,0.451652613489296,-0.85527024414777,2.43665766741252,0.132091136444386,0.884033049471819,0.3437,0.3374,2,10.0764
EGS,0.503926371392177,-1.82952130742306,3.58187293710474,0.140012816779751,0.783715992168236,1.4585,0.8978,1.96,10.3869
EGS,0.465024280194071,-1.65567766190982,3.30440210406351,0.132509867144018,0.35341873088239,1.625,0.5007,1.51,9.85805
EGS,0.538662009591608,-1.78628377965402,3.09457323947035,0.140345059596166,0.842892440328077,0.6267,0.2505,1.92,9.68487
EGS,0.492931129387486,-1.67255604547219,2.75656309567417,0.16079899747074,0.765969178370751,0.5454,0.5242,1.95,9.75099
EGS,0.401380130319549,-1.49208126852013,2.61307817264385,0.0905216427968041,0.611202488889972,0.4385,0.5064,1.72,9.42635
EGS,0.48714435784277,-1.48150871769004,2.93162720747403,0.149899344614956,0.721280582005912,0.7547,0.286,1.68,9.83509
EGS,0.3455898353859,-1.45561831635769,3.20567242057176,0.170970696550318,0.833321575202849,3.4834,0.4848,1.73,9.82898
EGS,0.536324927572094,-1.74949386491807,3.42267326154529,0.129145165580152,0.588274177793839,2.6707,0.4026,1.77,9.46593
EGS,0.450767757701625,-1.52055493041012,2.59352600730224,0.0668379175849665,0.649381965576721,0.498,0.5467,1.68,9.62333
EGS,0.473962201165551,-0.935718766499068,2.55581752830414,0.167558317802015,0.898816160921943,0.2,0.1564,1.56,9.81823
EGS,0.441729159642636,-1.60800963675098,2.59077121633533,0.175694595374577,1.01497690399596,0.9973,0.5696,1.97,9.87201
EGS,0.48162180104489,-1.77866518729586,3.64208575495942,0.098516265197203,0.498661892555244,2.1337,0.5198,1.45,9.84277
EGS,0.479356840721579,-1.51826114879524,3.1233765289282,0.129374003421,0.584365335982526,1.7431,0.5859,1.96,9.37348
EGS,0.464151039669632,-1.68364209136467,3.45415268399723,0.0919437636309278,0.417347780298123,3.0967,0.784,1.57,9.65317
EGS,0.448627474098001,-1.59007841693274,2.80670928677942,0.207801561308276,0.698684507808397,1.0989,0.7572,1.64,9.52462
EGS,0.45875482812877,-1.59895127857189,3.04613967499663,0.145240768309898,0.706837461764781,0.7523,0.1767,1.75,9.41474
EGS,0.506183117485352,-1.71852335075933,3.34661770035882,0.168996799060292,1.03951835078402,2.5672,0.3784,1.64,10.9723
EGS,0.455300163039571,-1.93935025432688,3.20030779059181,0.0831956264366876,0.842892440328077,1.7425,0.7852,1.67,10.8019
EGS,0.315038620578658,-1.43927523201883,2.77626039151695,0.177570958957117,0.534165687755354,3.0949,0.4284,1.77,10.2684
EGS,0.423491063628314,-1.40042876699623,2.24130735128351,0.196151218224388,0.905801061286273,0.2,0.6173,1.88,9.65454
EGS,0.507011510380508,-1.80847515741421,3.33479432981454,0.0364719400049992,0.524423246684198,0.8429,0.3241,1.86,9.74615
EGS,0.412377515584143,-1.66795790869387,2.98540666322524,0.0745480225198341,0.790268306774729,0.7513,0.6648,1.56,9.81775
EGS,0.41800867095151,-1.10798227391369,2.6325982125867,0.206259587120876,0.659015939647262,0.7177,0.2631,1.87,9.15816
EGS,0.358058302306558,-1.42088215266753,2.75908492620221,0.139083330480146,0.956263897168974,1.2004,0.6462,1.75,9.74613
EGS,0.458963438341487,-1.11991687685953,2.17285865956943,0.233951666099723,0.946023295693265,1.767,0.5147,1.98,9.55117
EGS,0.451262032466768,-1.60634231476737,3.04085878509231,0.143542120620375,0.404803568916352,0.9583,0.6329,1.96,9.68705
EGS,0.470202461047431,-1.58337646612779,2.89676271096183,0.0947653597807786,0.455423672899596,0.8146,0.901,1.97,9.43959
EGS,0.465037969461731,-1.57815512209823,3.04552341247929,0.0965111367041788,0.67278277189101,0.725,0.3054,1.92,10.159
EGS,0.488712051250701,-1.68038390784875,3.09520176253057,0.0977334294887029,0.689604937597305,1.3105,0.6349,1.58,9.9023
EGS,0.457036436444977,-1.48322554582526,3.2526726613826,0.250750652146113,0.655529058355247,3.0106,0.6299,1.74,9.79504
EGS,0.513207002882359,-1.48254974645625,3.54035472401913,0.0701909989746368,0.319353233165544,1.8383,0.6569,1.79,10.3926
EGS,0.404025482162211,-1.62150731362184,2.49118742597825,0.0395036446926415,0.710878875270173,0.5129,0.8615,1.82,10.4928
EGS,0.581813865681752,-2.10028281436962,3.48899993087443,0.26650806203729,0.784446729848818,3.129,0.8949,1.5,9.71695
EGS,0.414516072861601,-1.59673589311849,3.2373387642586,0.17290091611117,0.554170892586503,2.7081,0.7336,1.72,9.71265
EGS,0.452262102835068,-1.41826286105559,2.4604429461162,0.174172175256942,1.40187204740615,0.7324,0.5881,1.81,10.6541
EGS,0.519228053312066,-0.881473293171685,1.92255426758752,0.285664478554472,1.00248090887531,7.4085,0.7419,1.73,11.0329
EGS,0.466976494804408,-1.04167862324407,2.0922863122899,0.298070461927446,1.1944307890689,3.8241,0.3563,1.8,9.52386
EGS,0.502533129548379,-1.72394591917623,4.28964413862229,0.0419583041348972,0.420084516377709,8,0.851,1.69,10.5252
EGS,0.490844083634581,-0.877372682927848,2.34989101200415,0.265450915108594,0.993870836077576,0.6003,0.4651,2.06,9.75996
EGS,0.363321905554943,-1.36145985767245,2.78419596304743,0.0974604309674505,1.00647373626503,0.7509,0.6762,1.56,9.67423
EGS,0.441180437612234,-1.74806049611974,3.71105914352235,0.236556041789989,1.08059612551435,1.116,0.7591,1.58,9.83378
EGS,0.474491908123893,-1.79754791377431,3.08515965242221,0.0806446992131869,0.756939756606048,1.4824,0.8725,1.59,9.91425
EGS,0.363247874822118,-1.29084101443581,3.55889879487124,0.223080149627558,0.57845254978814,0.2,0.2547,1.72,9.38852
EGS,0.437160771123105,-1.47462019360305,2.29621591263727,0.0970581947715896,1.04720638838788,0.4559,0.7593,1.69,9.91996
EGS,0.494818840133454,-1.64641997915338,3.48027693298219,0.0281835157590464,0.388922688865714,1.7778,0.7406,1.58,10.2679
EGS,0.414100570973885,-1.29985967525884,2.21883872538957,0.109242963744811,1.27066717384162,0.4122,0.7844,1.93,10.3801
EGS,0.495406583180803,-1.76168380433025,3.44293757034058,0.108237256166612,0.413208691763599,2.3098,0.899,1.79,10.5653
EGS,0.452151198973885,-1.6139823277342,3.22025873332098,0.00423846462533055,0.375429910372339,1.5074,0.4352,1.96,9.6662
EGS,0.526667381095848,-1.22387189255006,2.58374528199678,0.204797353665127,0.814545963565896,0.5753,0.2893,1.69,9.68224
EGS,0.517172346277747,-1.76180942791942,3.4622172651063,0.187147643603997,0.52332955780515,3.2299,0.6191,1.65,10.2568
EGS,0.413600470761966,-1.45155838812318,2.7339974683725,0.139486524168585,0.75314554846956,0.6817,0.4089,1.61,10.3529
EGS,0.541431336989186,-2.10017549567882,4.60197576341012,0.08440148067133,0.73075075440394,8,0.6986,1.57,10.5659
EGS,0.455021432995406,-1.637346345006,3.83819148586867,0.0542914995613658,0.335111515537203,2.7032,0.3102,1.76,10.6557
EGS,0.4434378216971,-1.65276212600872,2.63975741636586,0.213412050950576,0.630581247596843,5.7771,0.99,1.75,9.64368
EGS,0.453419060883306,-1.39327651904198,3.04227307746352,0.232532090838906,0.65114419938813,1.4569,0.6357,1.98,9.48575
EGS,0.450580759091525,-1.72277902941081,3.24771827123328,0.0504083313992052,0.415972660314964,1.2791,0.6838,1.57,9.7096
EGS,0.46060953692022,-1.96443808101491,4.17690104379553,-0.0183914699833361,1.09795409783618,3.6458,0.622,1.75,11.1828
EGS,0.220445262428806,-1.03794743805134,2.54994161027038,0.0211165007176638,0.437456173317619,0.5946,0.2902,1.8,9.95808
EGS,0.469248924767879,-1.75564771379992,3.55826302420996,0.15099586843171,1.16086034222369,2.3471,0.7781,2.02,10.705
EGS,0.493594724142368,-1.76217355750085,3.46134662328763,0.0299596916075434,0.460428478917632,1.4544,0.4219,2,9.60406
EGS,0.453089611876984,-1.19029795252648,2.68902855906284,0.128085793637857,0.650263679445921,0.3653,0.2348,1.57,9.7561
EGS,0.382701162032337,-1.78189055309875,2.97769031884969,0.118369178325297,1.14195093665085,1.486,0.7482,1.81,9.87779
EGS,0.543787945106561,-1.98779327877222,3.52615510243341,0.135920669834591,0.629671973515202,4.2911,0.864,1.86,10.1659
EGS,0.479927214727998,-1.72675508439576,3.49935261628876,0.139909689444287,0.485858633342971,3.1425,0.8673,1.53,10.7122
EGS,0.490329830147252,-1.58347801579024,3.9015409514462,0.13608448137845,0.37390065794529,6.5063,0.7738,1.88,9.31242
EGS,0.461274550260605,-1.29908908348226,2.42144800857122,0.283489613699787,0.693746746233733,1.0324,0.3987,2.08,10.0454
EGS,0.417268524222225,-1.54091739096757,2.46482576209709,0.0589569590617841,0.612139198234812,0.4851,0.9143,1.71,9.90827
EGS,0.510536631073891,-1.89116503608825,3.91530924691424,0.0223162055351915,0.541622000205846,4.5799,0.7892,1.63,11.0828
EGS,0.488502883113465,-1.77820363451964,2.96857338641157,0.105392245676817,1.06457057951494,1.5854,0.7045,1.73,9.6271
EGS,0.560430709315946,-2.02598427814718,3.96314356508114,0.154374369518122,0.637808775843422,7.9371,0.6888,1.89,9.5434
EGS,0.535836543164583,-1.28073842056554,2.73744882430205,0.267589520934959,0.901997820998349,6.496,0.5882,1.74,9.79982
EGS,0.491607985308243,-1.61306572948108,2.79373151492863,0.113598126824408,0.726031109195988,0.6443,0.3626,1.8,10.1457
EGS,0.535836543164583,-1.28073842056554,2.73744882430205,0.268156568708929,0.901997820998349,2.8013,0.6185,1.99,10.6362
EGS,0.448152194274949,-1.39648248407151,2.80665341624686,0.0853788498832021,0.433509119630614,0.2269,0.4766,1.99,9.59543
EGS,0.533032739140375,-1.91469254963508,3.60202153430711,0.174045037213361,0.708456793696412,3.6143,0.4751,1.77,9.34175
EGS,0.110632358701099,-0.721453008799001,2.23697104533179,-0.0184798567626526,0.287238441889031,0.2,0.3608,1.87,9.48318
EGS,0.449934112924131,-1.72662735102778,3.59335818805131,0.0420484896563954,0.399101825410971,2.4659,0.5334,1.77,9.87194
EGS,0.51434820309979,-1.68868537231604,3.34661459615496,0.150185074142166,0.413208691763599,1.2348,0.5836,1.91,10.3178
EGS,0.484156924706758,-1.40058080311532,2.49567653282228,0.294867812649657,1.34684237362216,0.3427,0.6892,2,10.1588
EGS,0.513280535998353,-1.58688038794921,3.68825635090981,0.060069346679098,0.381485622223471,1.614,0.6641,1.89,10.4267
EGS,0.437592716066473,-1.71263355119098,3.42988921847909,0.0840965369072552,0.34188212911278,1.8459,0.6909,1.9,10.7135
